0	5	5	0	0	0	0	0	0
1	5	4	6	10	6	66	158	1
2	10	2	1	7	10	70	308	1
3	9	9	7	9	2	62	547	1
4	6	7	2	7	4	64	420	1
5	1	1	4	8	7	67	312	1
6	10	1	1	4	9	69	317	1
7	5	4	4	4	1	61	314	1
8	10	7	1	3	9	69	162	1
9	9	5	5	5	4	64	237	1
10	4	7	8	8	4	64	227	1
11	1	7	4	10	4	64	319	1
12	4	5	4	5	0	60	464	1
13	4	1	1	2	3	63	204	1
14	7	8	9	1	7	67	636	1
15	7	3	6	3	1	61	720	1
16	7	9	3	8	4	64	272	1
17	5	2	8	7	5	65	158	1
18	3	4	5	3	2	62	291	1
19	6	8	1	8	5	65	177	1
20	5	5	9	2	5	65	546	1
21	2	10	8	10	6	66	226	1
22	10	2	5	1	5	65	22	1
23	5	1	9	4	5	65	25	1
24	2	3	5	1	3	63	705	1
25	3	3	6	8	5	65	571	1
26	9	10	4	9	5	65	202	1
27	3	6	6	4	3	63	471	1
28	10	2	8	7	5	65	694	1
29	6	4	8	10	6	66	346	1
30	9	4	4	6	5	65	699	1
31	1	8	5	10	4	64	11	1
32	4	9	5	6	3	63	499	1
33	10	3	4	3	6	66	581	1
34	10	3	8	5	2	62	503	1
35	2	2	10	7	9	69	644	1
36	9	5	5	4	4	64	89	1
37	2	8	10	3	9	69	315	1
38	3	3	1	6	3	63	67	1
39	8	2	5	2	3	63	334	1
40	7	7	3	7	4	64	409	1
41	7	8	6	8	1	61	229	1
42	7	6	9	5	2	62	375	1
43	9	3	9	2	1	61	456	1
44	3	7	10	8	7	67	669	1
45	2	2	1	5	3	63	516	1
46	2	9	7	8	5	65	263	1
47	1	2	4	7	5	65	104	1
48	7	9	5	2	7	67	689	1
49	9	5	10	4	1	61	656	1
50	7	3	1	1	6	66	340	1
51	5	1	7	7	6	66	24	1
52	9	6	4	2	6	66	401	1
53	4	4	10	3	6	66	90	1
54	1	1	5	5	5	65	611	1
55	7	8	6	1	7	67	502	1
56	6	7	2	8	4	64	591	1
57	2	3	1	9	6	66	162	1
58	6	1	3	4	4	64	244	1
59	10	10	1	2	12	72	130	1
60	8	8	1	6	7	67	304	1
61	8	1	2	1	6	66	20	1
62	4	6	7	3	4	64	8	1
63	4	1	6	4	3	63	566	1
64	7	5	5	4	2	62	698	1
