0	20	20	0	0	0	0	0	0
1	35	40	29	27	14	74	158	1
2	27	23	14	30	14	74	125	1
3	39	20	31	11	12	72	407	1
4	8	4	22	32	31	91	88	1
5	26	27	6	8	27	87	78	1
6	17	33	32	38	15	75	208	1
7	6	30	28	1	36	96	235	1
8	2	17	9	27	12	72	444	1
9	7	40	21	36	14	74	233	1
10	9	5	17	10	9	69	160	1
11	13	3	34	30	34	94	139	1
12	5	1	14	24	24	84	277	1
13	14	31	13	21	10	70	458	1
14	37	19	12	17	25	85	237	1
15	30	2	18	30	30	90	283	1
16	13	28	19	23	7	67	181	1
17	17	19	21	12	8	68	181	1
18	15	23	1	36	19	79	382	1
19	26	20	22	11	9	69	310	1
20	18	28	18	39	11	71	382	1
21	30	19	23	37	19	79	81	1
22	21	29	34	17	17	77	44	1
23	17	28	39	27	22	82	384	1
24	23	7	22	6	1	61	52	1
25	2	13	6	29	16	76	325	1
26	21	27	37	23	16	76	466	1
27	31	7	24	16	11	71	130	1
28	38	16	7	29	33	93	229	1
29	6	24	25	30	19	79	456	1
30	16	14	36	32	26	86	382	1
31	27	11	5	22	24	84	182	1
32	16	3	1	27	28	88	436	1
33	37	27	33	35	8	68	462	1
34	40	30	10	37	30	90	345	1
35	22	22	30	24	8	68	363	1
36	37	22	3	26	34	94	244	1
37	26	37	21	13	24	84	96	1
38	3	28	31	8	34	94	30	1
39	23	14	2	10	21	81	18	1
40	39	0	13	13	29	89	309	1
41	39	5	6	3	33	93	216	1
42	0	8	7	31	24	84	92	1
43	34	3	40	0	6	66	338	1
44	9	19	29	10	21	81	398	1
45	39	39	13	27	28	88	324	1
46	28	31	25	9	22	82	120	1
47	36	30	7	31	29	89	77	1
48	4	3	33	27	37	97	66	1
49	21	31	38	11	26	86	477	1
50	32	37	7	33	25	85	55	1
51	2	0	21	37	41	101	396	1
52	31	0	15	30	34	94	120	1
53	36	23	13	6	28	88	435	1
54	9	25	35	1	35	95	292	1
55	21	12	39	37	30	90	318	1
56	37	11	25	30	22	82	406	1
57	0	18	8	37	20	80	97	1
58	18	6	2	29	28	88	414	1
59	27	5	18	23	20	80	374	1
60	24	9	14	17	12	72	16	1
61	40	34	25	27	16	76	244	1
62	5	21	37	21	32	92	456	1
63	6	21	8	25	4	64	77	1
64	27	39	6	4	40	100	90	1
65	26	11	28	3	8	68	45	1
66	8	30	40	23	32	92	168	1
67	13	26	26	31	13	73	207	1
68	12	29	20	18	13	73	227	1
69	40	17	3	36	41	101	235	1
70	5	7	32	23	31	91	24	1
71	2	12	30	16	28	88	169	1
72	23	20	7	25	16	76	347	1
73	10	8	2	29	22	82	343	1
74	36	23	19	9	22	82	406	1
75	3	11	12	21	13	73	146	1
76	17	37	20	35	3	63	109	1
77	24	28	19	29	5	65	205	1
78	19	30	6	6	27	87	165	1
79	17	33	4	8	28	88	146	1
80	38	3	25	25	25	85	129	1
81	23	29	27	3	26	86	128	1
82	21	27	14	7	21	81	256	1
83	13	5	12	14	9	69	2	1
84	33	7	9	32	34	94	386	1
85	11	20	7	25	6	66	7	1
86	30	23	26	13	10	70	327	1
87	2	9	23	11	21	81	61	1
88	20	6	31	8	11	71	135	1
89	7	40	18	34	12	72	479	1
90	37	3	22	15	19	79	387	1
91	38	21	8	37	34	94	302	1
92	26	26	34	34	11	71	238	1
93	3	26	22	7	26	86	105	1
94	24	40	31	17	24	84	382	1
95	38	11	12	33	34	94	35	1
