0	5	5	0	0	0	0	0	0
1	7	8	2	4	6	66	636	1
2	7	3	1	7	7	67	174	1
3	4	7	7	8	3	63	552	1
4	8	4	7	9	5	65	99	1
5	10	7	1	3	9	69	153	1
6	2	1	5	7	6	66	306	1
7	2	8	9	7	7	67	254	1
8	8	3	4	1	4	64	162	1
9	3	9	7	8	4	64	37	1
10	8	10	4	6	5	65	404	1
11	8	9	4	9	4	64	223	1
12	3	8	6	9	3	63	402	1
13	3	10	7	5	6	66	229	1
14	10	8	5	10	5	65	461	1
15	3	3	6	3	3	63	370	1
16	9	10	4	6	6	66	646	1
17	9	2	9	6	4	64	434	1
18	1	9	5	4	6	66	675	1
19	8	3	6	4	2	62	50	1
20	10	1	2	8	10	70	423	1
21	1	3	3	6	3	63	135	1
22	3	1	7	5	5	65	634	1
23	5	7	2	8	3	63	7	1
24	7	9	3	10	4	64	696	1
25	6	6	6	2	4	64	557	1
26	1	6	3	6	2	62	358	1
27	9	7	2	8	7	67	540	1
28	9	8	4	10	5	65	409	1
29	2	10	7	1	10	70	276	1
30	3	3	9	1	6	66	697	1
31	2	6	4	4	2	62	290	1
32	9	7	6	10	4	64	218	1
33	8	9	10	8	2	62	151	1
34	8	9	9	1	8	68	334	1
35	10	6	7	10	5	65	510	1
36	5	4	10	1	5	65	490	1
37	7	1	2	7	7	67	127	1
38	2	9	1	4	5	65	677	1
39	1	10	10	6	9	69	541	1
40	3	10	7	3	8	68	672	1
41	2	4	9	4	7	67	512	1
42	8	8	10	4	4	64	686	1
43	1	9	8	9	7	67	578	1
44	2	7	10	9	8	68	140	1
45	6	8	8	7	2	62	81	1
46	4	10	1	3	7	67	256	1
47	7	5	10	5	3	63	668	1
48	10	10	6	10	4	64	637	1
49	4	2	7	7	5	65	229	1
50	9	1	4	5	6	66	373	1
