0	5	5	0	0	0	0	0	0
1	5	2	5	2	0	60	550	1
2	5	8	3	6	2	62	358	1
3	6	1	6	4	3	63	531	1
4	7	8	9	10	2	62	185	1
5	1	2	8	1	7	67	565	1
6	5	4	4	2	2	62	112	1
7	10	8	10	10	2	62	627	1
8	4	1	6	4	3	63	368	1
9	1	7	9	9	8	68	319	1
10	10	6	8	5	2	62	599	1
11	6	7	5	10	3	63	355	1
12	7	4	7	4	0	60	534	1
13	4	10	1	9	3	63	234	1
14	4	2	5	4	2	62	323	1
15	9	4	8	8	4	64	41	1
16	9	8	7	10	2	62	311	1
17	1	9	6	8	5	65	21	1
18	1	7	1	8	1	61	515	1
19	7	8	1	1	9	69	525	1
20	5	7	8	2	5	65	345	1
21	5	4	3	3	2	62	439	1
22	4	2	9	5	5	65	126	1
23	10	9	8	4	5	65	593	1
24	7	9	8	3	6	66	186	1
25	3	6	1	10	4	64	329	1
26	10	7	1	3	9	69	716	1
27	1	6	1	1	5	65	24	1
28	8	2	7	4	2	62	328	1
29	9	1	3	4	6	66	169	1
30	7	8	10	7	3	63	453	1
31	4	8	5	8	1	61	269	1
32	4	1	4	3	2	62	597	1
33	6	6	7	3	3	63	239	1
34	10	2	1	6	9	69	702	1
35	2	1	9	6	8	68	602	1
36	6	3	10	3	4	64	542	1
37	5	1	1	3	4	64	551	1
38	7	1	1	6	7	67	104	1
39	3	7	8	9	5	65	450	1
40	4	4	2	2	2	62	345	1
41	3	1	3	4	3	63	76	1
42	3	6	7	5	4	64	159	1
43	4	8	6	1	7	67	141	1
44	10	8	8	4	4	64	13	1
45	1	8	3	1	7	67	360	1
46	9	10	3	10	6	66	108	1
47	9	1	6	5	5	65	686	1
48	9	6	5	4	4	64	2	1
49	8	1	6	2	2	62	136	1
50	6	4	6	6	2	62	421	1
51	2	7	5	6	3	63	266	1
52	2	9	3	5	4	64	162	1
53	9	5	8	4	1	61	221	1
54	5	5	7	10	5	65	465	1
55	2	7	3	8	1	61	88	1
56	4	3	6	4	2	62	5	1
57	10	8	9	10	2	62	397	1
58	8	3	4	3	4	64	617	1
59	9	10	10	1	9	69	343	1
60	2	8	8	4	7	67	88	1
61	10	6	2	6	8	68	594	1
62	5	9	4	1	8	68	576	1
63	9	6	1	8	8	68	339	1
64	6	10	9	7	4	64	222	1
65	7	7	4	4	4	64	432	1
66	1	4	1	9	5	65	497	1
67	10	8	2	6	8	68	589	1
68	7	2	9	10	8	68	329	1
69	1	2	1	1	1	61	191	1
70	2	7	4	2	5	65	242	1
71	8	3	8	4	1	61	80	1
72	9	5	10	8	3	63	593	1
73	6	4	2	9	6	66	139	1
74	6	2	7	6	4	64	85	1
75	9	2	8	2	1	61	382	1
76	4	10	4	7	3	63	620	1
77	8	4	7	9	5	65	384	1
78	4	3	4	5	2	62	23	1
79	7	3	10	5	3	63	580	1
80	5	4	4	5	1	61	33	1
81	3	8	8	10	5	65	144	1
82	4	7	2	2	5	65	332	1
83	10	9	5	3	7	67	504	1
84	8	8	3	4	6	66	323	1
85	3	2	10	4	7	67	646	1
86	2	1	3	6	5	65	91	1
87	4	7	6	9	2	62	713	1
88	2	7	7	8	5	65	55	1
89	2	4	9	1	7	67	630	1
90	2	9	5	1	8	68	343	1
91	9	10	8	4	6	66	155	1
92	7	7	4	7	3	63	491	1
93	10	1	10	9	8	68	498	1
94	5	7	10	1	7	67	218	1
95	10	3	9	7	4	64	449	1
96	7	7	10	5	3	63	157	1
97	5	6	3	1	5	65	331	1
98	8	9	3	6	5	65	391	1
99	5	4	1	2	4	64	476	1
100	3	9	6	10	3	63	284	1
101	5	7	2	7	3	63	383	1
102	9	9	1	7	8	68	478	1
103	7	5	3	1	5	65	396	1
104	10	3	6	1	4	64	389	1
105	4	7	4	3	4	64	256	1
106	1	5	10	9	9	69	507	1
107	2	9	8	9	6	66	151	1
108	9	7	6	7	3	63	97	1
109	2	5	7	6	5	65	130	1
110	6	4	10	9	6	66	151	1
111	2	4	1	9	5	65	23	1
112	2	7	3	3	4	64	193	1
113	2	8	5	4	5	65	239	1
114	4	6	9	7	5	65	167	1
115	4	7	10	3	7	67	258	1
116	9	8	10	10	2	62	78	1
117	2	1	7	8	8	68	502	1
118	9	7	6	6	3	63	215	1
119	6	8	6	2	6	66	107	1
120	4	4	2	5	2	62	79	1
121	2	4	2	5	1	61	180	1
122	6	6	5	8	2	62	176	1
123	1	9	8	8	7	67	316	1
124	6	9	9	4	5	65	249	1
125	4	9	10	8	6	66	202	1
126	5	10	6	8	2	62	273	1
127	8	3	9	10	7	67	143	1
128	1	5	4	8	4	64	572	1
129	5	9	4	8	1	61	290	1
130	4	10	9	6	6	66	192	1
131	5	7	9	1	7	67	189	1
132	1	4	5	9	6	66	467	1
133	6	3	6	10	7	67	517	1
134	9	7	8	7	1	61	91	1
135	5	10	9	8	4	64	85	1
136	3	1	5	7	6	66	479	1
137	7	8	5	9	2	62	30	1
138	8	8	2	6	6	66	557	1
139	6	9	6	5	4	64	654	1
140	4	6	7	9	4	64	544	1
141	5	5	4	6	1	61	412	1
142	6	7	10	2	6	66	289	1
143	3	4	7	7	5	65	81	1
144	4	3	2	5	2	62	397	1
145	8	8	10	1	7	67	110	1
146	1	6	4	10	5	65	177	1
