0	5	5	0	0	0	0	0	0
1	3	10	6	8	3	63	145	1
2	8	10	2	8	6	66	467	1
3	4	5	7	2	4	64	449	1
4	3	9	2	4	5	65	442	1
5	8	4	6	8	4	64	158	1
6	7	6	3	1	6	66	159	1
7	10	9	8	4	5	65	186	1
8	10	4	2	1	8	68	74	1
9	1	8	3	7	2	62	154	1
10	6	10	8	5	5	65	440	1
11	2	4	5	4	3	63	6	1
12	6	5	5	8	3	63	256	1
13	3	3	8	7	6	66	83	1
14	3	7	10	4	7	67	430	1
15	4	6	8	9	5	65	441	1
16	1	7	8	3	8	68	48	1
17	2	3	1	2	1	61	162	1
18	3	2	6	7	5	65	44	1
19	8	1	6	2	2	62	101	1
20	3	1	1	2	2	62	302	1
21	6	1	7	3	2	62	175	1
22	10	3	3	5	7	67	471	1
23	6	1	2	1	4	64	392	1
24	9	4	5	4	4	64	395	1
25	3	3	1	6	3	63	237	1
26	9	1	5	7	7	67	273	1
27	8	10	6	10	2	62	171	1
28	7	7	2	9	5	65	67	1
29	5	3	4	7	4	64	92	1
30	1	8	1	4	4	64	421	1
31	10	1	10	1	0	60	430	1
32	2	5	2	7	2	62	136	1
33	5	5	7	7	2	62	307	1
34	5	9	10	4	7	67	213	1
35	10	3	1	6	9	69	419	1
36	10	7	1	4	9	69	144	1
37	4	6	2	10	4	64	294	1
38	2	1	10	2	8	68	52	1
39	2	5	7	10	7	67	44	1
40	2	5	9	3	7	67	311	1
41	7	10	6	10	1	61	399	1
42	9	4	1	8	8	68	41	1
43	1	2	7	5	6	66	12	1
44	6	6	7	7	1	61	334	1
45	8	5	10	9	4	64	415	1
46	4	4	5	2	2	62	399	1
47	3	7	5	5	2	62	347	1
48	2	2	4	5	3	63	87	1
49	8	9	6	7	2	62	115	1
50	7	10	6	6	4	64	22	1
51	10	3	5	2	5	65	38	1
52	1	6	7	9	6	66	159	1
53	8	4	5	5	3	63	50	1
54	1	7	7	3	7	67	195	1
55	9	6	9	9	3	63	213	1
56	8	4	5	4	3	63	411	1
57	7	6	5	5	2	62	423	1
58	9	9	7	1	8	68	50	1
59	1	1	8	5	8	68	416	1
60	2	3	2	3	0	60	150	1
61	2	4	8	6	6	66	80	1
62	7	9	6	4	5	65	396	1
63	1	7	9	4	8	68	273	1
64	1	10	1	7	3	63	221	1
65	4	8	10	6	6	66	106	1
66	2	5	5	6	3	63	143	1
67	9	7	8	7	1	61	438	1
68	2	7	9	4	7	67	315	1
69	10	1	5	5	6	66	366	1
70	7	8	1	2	8	68	225	1
71	4	2	2	9	7	67	96	1
72	7	5	10	3	3	63	173	1
73	6	10	2	10	4	64	49	1
74	5	1	1	8	8	68	303	1
75	3	1	3	9	8	68	340	1
76	8	3	10	6	3	63	178	1
77	10	5	8	2	3	63	136	1
78	5	5	1	9	5	65	445	1
79	9	5	7	8	3	63	281	1
80	9	9	10	5	4	64	191	1
81	3	7	3	10	3	63	350	1
82	9	8	4	8	5	65	306	1
83	10	6	1	2	9	69	237	1
84	10	2	8	8	6	66	328	1
85	9	9	7	5	4	64	10	1
86	6	7	6	2	5	65	184	1
87	4	2	1	4	3	63	460	1
88	3	4	4	6	2	62	470	1
89	10	5	7	4	3	63	110	1
90	6	9	6	3	6	66	205	1
91	9	6	2	1	8	68	416	1
92	7	8	3	10	4	64	365	1
93	4	6	7	7	3	63	431	1
94	2	6	10	10	8	68	57	1
95	10	6	3	7	7	67	113	1
96	1	1	3	4	3	63	64	1
97	4	9	6	5	4	64	445	1
98	6	1	9	9	8	68	296	1
99	1	10	10	3	11	71	179	1
100	6	7	7	5	2	62	230	1
101	7	7	1	6	6	66	275	1
102	10	7	2	8	8	68	111	1
103	8	5	9	1	4	64	239	1
104	3	1	6	5	5	65	33	1
105	4	10	10	5	7	67	117	1
106	4	4	10	4	6	66	336	1
107	8	10	6	3	7	67	255	1
108	8	5	9	8	3	63	350	1
109	8	4	3	7	5	65	149	1
110	5	5	4	7	2	62	330	1
111	5	7	9	5	4	64	202	1
112	7	6	4	4	3	63	173	1
113	9	3	2	4	7	67	126	1
114	10	2	4	2	6	66	394	1
115	4	4	5	1	3	63	472	1
116	4	5	1	4	3	63	173	1
117	2	8	6	3	6	66	466	1
118	1	3	6	3	5	65	238	1
119	8	10	10	3	7	67	179	1
120	8	1	2	3	6	66	206	1
121	10	10	2	5	9	69	202	1
122	3	2	2	7	5	65	173	1
123	10	7	10	6	1	61	474	1
124	2	10	5	9	3	63	111	1
125	10	9	3	5	8	68	404	1
126	10	5	7	10	5	65	447	1
127	10	1	4	5	7	67	458	1
128	6	4	7	1	3	63	346	1
129	1	1	5	8	8	68	394	1
130	4	3	1	5	3	63	218	1
131	1	10	7	9	6	66	408	1
132	7	8	2	10	5	65	372	1
133	9	6	3	2	7	67	457	1
134	9	4	8	1	3	63	363	1
135	3	2	9	5	6	66	370	1
136	9	4	2	5	7	67	56	1
137	7	8	10	1	7	67	25	1
138	10	4	2	5	8	68	353	1
139	9	4	1	4	8	68	113	1
140	4	1	6	7	6	66	97	1
141	3	2	3	2	0	60	153	1
142	8	4	1	3	7	67	161	1
143	1	1	10	8	11	71	173	1
144	2	8	6	9	4	64	248	1
145	8	5	8	8	3	63	338	1
146	5	3	2	4	3	63	67	1
147	2	10	7	7	5	65	422	1
148	1	4	6	1	5	65	144	1
149	8	7	8	3	4	64	326	1
150	9	5	3	4	6	66	353	1
151	6	3	5	6	3	63	304	1
152	10	5	3	6	7	67	238	1
153	4	6	6	6	2	62	208	1
154	3	2	4	4	2	62	261	1
155	10	2	1	3	9	69	132	1
156	5	9	8	10	3	63	426	1
157	4	10	3	9	1	61	276	1
158	9	8	10	4	4	64	327	1
159	4	10	8	7	5	65	357	1
160	6	5	6	3	2	62	94	1
161	10	8	10	8	0	60	277	1
162	9	10	8	4	6	66	344	1
163	1	2	8	8	9	69	452	1
