0	5	5	0	0	0	0	0	0
1	9	2	8	7	5	65	365	1
2	5	1	3	4	3	63	296	1
3	3	10	6	9	3	63	516	1
4	9	10	10	2	8	68	669	1
5	6	1	5	6	5	65	665	1
6	10	1	9	2	1	61	244	1
7	2	4	9	5	7	67	406	1
8	1	3	4	4	3	63	486	1
9	9	7	6	2	5	65	64	1
10	4	7	1	4	4	64	671	1
11	1	1	1	8	7	67	535	1
12	5	3	9	4	4	64	339	1
13	4	2	7	5	4	64	423	1
14	1	10	10	2	12	72	167	1
15	2	6	3	10	4	64	447	1
16	6	1	3	7	6	66	536	1
17	7	5	7	3	2	62	351	1
18	3	10	9	5	7	67	277	1
19	9	3	9	6	3	63	182	1
20	4	10	10	7	6	66	126	1
21	6	3	1	8	7	67	21	1
22	1	6	7	9	6	66	59	1
23	7	7	5	4	3	63	603	1
24	7	8	5	9	2	62	368	1
25	3	7	9	7	6	66	119	1
26	4	5	5	7	2	62	173	1
27	4	10	4	6	4	64	693	1
28	4	8	4	7	1	61	103	1
29	6	5	2	4	4	64	656	1
30	5	2	7	1	2	62	326	1
31	4	7	7	7	3	63	82	1
32	1	9	10	7	9	69	568	1
33	5	4	7	3	2	62	698	1
34	6	2	5	9	7	67	40	1
35	7	2	4	1	3	63	654	1
36	10	3	1	2	9	69	683	1
37	1	9	2	5	4	64	719	1
38	4	10	7	8	3	63	541	1
39	4	5	10	8	6	66	107	1
40	3	5	7	5	4	64	583	1
41	1	9	5	3	7	67	602	1
42	9	3	5	3	4	64	512	1
43	1	10	1	5	5	65	219	1
44	8	3	9	7	4	64	378	1
45	2	7	2	9	2	62	429	1
46	7	8	8	4	4	64	34	1
47	5	6	9	9	5	65	636	1
48	5	7	8	7	3	63	40	1
49	1	10	10	7	9	69	2	1
50	8	8	7	5	3	63	157	1
51	9	8	2	2	9	69	587	1
52	10	8	8	3	5	65	596	1
53	7	6	2	7	5	65	106	1
54	3	1	6	5	5	65	677	1
55	2	7	6	5	4	64	55	1
56	1	2	2	9	7	67	99	1
57	10	5	9	4	1	61	572	1
58	8	3	5	5	3	63	503	1
59	7	7	5	5	2	62	110	1
60	6	7	8	9	2	62	223	1
61	3	8	5	5	3	63	573	1
62	8	3	3	4	5	65	418	1
63	1	9	6	7	5	65	148	1
64	3	4	2	5	1	61	40	1
65	3	6	6	9	4	64	349	1
66	4	5	1	8	4	64	184	1
67	2	2	4	9	7	67	272	1
68	9	6	5	8	4	64	391	1
69	5	7	5	3	4	64	24	1
